Country|SourceCustomerType|SourceCustomerName|SourceCustomerCode|SourceCustomerIsDirect|SourceCustomerDiageoSAPCode|WarehouseName|WarehouseCode|OutletCode|OutletDiageoEdgeCode|OutletName|OutletAddress|City|Region|LocalSegment1|LocalSegment2|LocalSegment3|LocalSegment4|OutletChannel|OutletStatus|ProductCode|ProductDiageoSAPCode|ProductName|ProductVolume|PackagingConfiguration|PackType|Date|Stock Type|StockQuantity|UnitOfMeasure|VolumeBottle|VolumeActualCase|VolumeLitre|VolumeEquivalentUnits|TotalAmount|CurrencyCode
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|121650|""|SMIRNOFF PASSION FRUIT VODKA COCKTAIL 1420|""|""|""|2026-02-28|OnHand|746|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|121936|""|SMIRNOFF COCKTAIL COLLECTION 4260|""|""|""|2026-02-28|OnHand|1563|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|121953|""|DON JULIO REPOSADO 1750|""|""|""|2026-02-28|OnHand|767|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|122834|""|RON CARIOCA BLANCO PET 1140|""|""|""|2026-02-28|OnHand|11|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|123114|""|BULLEIT SINGLE MALT FRONTIER WHISKY 750|""|""|""|2026-02-28|OnHand|65|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|123388|""|21 SEEDS VALENCIA ORANGE BLANCO TEQUILA 750|""|""|""|2026-02-28|OnHand|258|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|123389|""|21 SEEDS GRAPEFRUIT HIBISCUS BLANCO TEQ 750|""|""|""|2026-02-28|OnHand|283|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|123390|""|21 SEEDS CUCUMBER JALAPENO BLANCO TEQ 750|""|""|""|2026-02-28|OnHand|295|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|127309|""|SMIRNOFF ICE LIGHT VARIETY PACK 4260|""|""|""|2026-02-28|OnHand|4493|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|127382|""|SMIRNOFF ICE PARTY PACK 4260|""|""|""|2026-02-28|OnHand|4412|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|127382|""|SMIRNOFF ICE PARTY PACK 4260|""|""|""|2026-02-28|OnOrder|990|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|130628|""|DON JULIO 1942 50|""|""|""|2026-02-28|OnHand|248|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|130628|""|DON JULIO 1942 50|""|""|""|2026-02-28|OnOrder|140|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|131327|""|JOHNNIE WALKER BLUE - FESTIVE EDITION 750|""|""|""|2026-02-28|OnHand|52|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|131329|""|CLYNELISH 18YO (SR25) 750|""|""|""|2026-02-28|OnHand|62|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|131335|""|DAILUAINE 21YO (SR25) 750|""|""|""|2026-02-28|OnHand|12|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|131336|""|LAGAVULIN 12YO (SR25) 750|""|""|""|2026-02-28|OnHand|66|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|131337|""|OBAN 12YO (SR25) 750|""|""|""|2026-02-28|OnHand|20|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|131338|""|ROSEISLE 14YO (SR25) 750|""|""|""|2026-02-28|OnHand|74|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|131339|""|SINGLETON OF GLEN ORD 17YO (SR25) 750|""|""|""|2026-02-28|OnHand|26|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|131340|""|TALISKER 14YO (SR25) 750|""|""|""|2026-02-28|OnHand|46|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|131341|""|TEANINICH 8YO (SR25) 750|""|""|""|2026-02-28|OnHand|54|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|131343|""|BAILEYS CHOCOLATE 750|""|""|""|2026-02-28|OnOrder|550|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|131344|""|CROWN ROYAL CHOCOLATE 750|""|""|""|2026-02-28|OnHand|234|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|131831|""|JOHNNIE WALKER LNY - YEAR OF HORSE 750|""|""|""|2026-02-28|OnHand|72|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|132391|""|SMIRNOFF PET W SMIRNOFF PEACH LEMONADEOP 1190|""|""|""|2026-02-28|OnHand|786|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|132578|""|DON JULIO 3 X 50ML VARIETY PACK 150|""|""|""|2026-02-28|OnHand|585|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|133439|""|CAPTAIN MORGAN WHITE 1750|""|""|""|2026-02-28|OnHand|1043|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|134292|""|DON JULIO REPOSADO 50|""|""|""|2026-02-28|OnHand|1|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|137730|""|GUINNESS EXTRA STOUT 500|""|""|""|2026-02-28|OnHand|837|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|137730|""|GUINNESS EXTRA STOUT 500|""|""|""|2026-02-28|OnOrder|3200|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|139803|""|SMIRNOFF CRUSH MANGO PEACH 473|""|""|""|2026-02-28|OnHand|284|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|139803|""|SMIRNOFF CRUSH MANGO PEACH 473|""|""|""|2026-02-28|OnOrder|80|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|139805|""|SMIRNOFF CRUSH LEMON LIME 2130|""|""|""|2026-02-28|OnHand|1269|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|139806|""|SMIRNOFF CRUSH MANGO PEACH 2130|""|""|""|2026-02-28|OnHand|2342|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|139807|""|CAPTAIN MORGAN SPICED RUM PUNCH CITRUS 473|""|""|""|2026-02-28|OnHand|504|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|139809|""|CAPTAIN MORGAN SPICED RUM PUNCH TROPICAL 473|""|""|""|2026-02-28|OnHand|199|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|139810|""|CAPTAIN MORGAN SPICED RUM PUNCH TROPICAL 2130|""|""|""|2026-02-28|OnHand|919|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|139814|""|CAPTAIN MORGAN SPICED RUM PUNCH CITRUS 2130|""|""|""|2026-02-28|OnHand|1403|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|139818|""|CROWN ROYAL WHISKY LEMONADE 473|""|""|""|2026-02-28|OnOrder|640|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|139819|""|CROWN ROYAL WHISKY LEMONADE 1420|""|""|""|2026-02-28|OnHand|939|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|139820|""|SMIRNOFF CRUSH LEMON LIME 473|""|""|""|2026-02-28|OnHand|367|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|140224|""|CAPTAIN MORGAN RUM PUNCH VARIETY PACK 4260|""|""|""|2026-02-28|OnHand|1289|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|140224|""|CAPTAIN MORGAN RUM PUNCH VARIETY PACK 4260|""|""|""|2026-02-28|OnOrder|1980|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|140278|""|ASTRAL REPOSADO 750|""|""|""|2026-02-28|OnOrder|735|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|140279|""|ASTRAL BLANCO 750|""|""|""|2026-02-28|OnOrder|1050|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|140466|""|CROWN ROYAL WHISKY LEMONADE VARIETY PACK 2840|""|""|""|2026-02-28|OnHand|1699|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|178012|""|HENKES TRIPLE SEC 750|""|""|""|2026-02-28|OnHand|159|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|187047|""|JOHNNIE WALKER BLACK LABEL 12 YR 375|""|""|""|2026-02-28|OnHand|142|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|193490|""|BAILEYS ORIGINAL IRISH CREAM 1750|""|""|""|2026-02-28|OnHand|3906|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|193490|""|BAILEYS ORIGINAL IRISH CREAM 1750|""|""|""|2026-02-28|OnOrder|3312|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|194506|""|SEAGRAM CROWN ROYAL 1000|""|""|""|2026-02-28|OnHand|202|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|205575|""|SMIRNOFF BLUE LABEL 750|""|""|""|2026-02-28|OnHand|181|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|205575|""|SMIRNOFF BLUE LABEL 750|""|""|""|2026-02-28|OnOrder|60|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|207126|""|LAGAVULIN ISLAY MALT 16 YR 750|""|""|""|2026-02-28|OnHand|119|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|207126|""|LAGAVULIN ISLAY MALT 16 YR 750|""|""|""|2026-02-28|OnOrder|230|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|215996|""|GUINNESS STOUT - KEG 50000|""|""|""|2026-02-28|OnHand|3314|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|215996|""|GUINNESS STOUT - KEG 50000|""|""|""|2026-02-28|OnOrder|5088|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|238097|""|DALWHINNIE 15 YR 750|""|""|""|2026-02-28|OnHand|361|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|238097|""|DALWHINNIE 15 YR 750|""|""|""|2026-02-28|OnOrder|192|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|238113|""|GLENKINCHIE 12 YR 750|""|""|""|2026-02-28|OnHand|61|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|238113|""|GLENKINCHIE 12 YR 750|""|""|""|2026-02-28|OnOrder|100|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|243824|""|OBAN 14 YR 750|""|""|""|2026-02-28|OnHand|418|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|243824|""|OBAN 14 YR 750|""|""|""|2026-02-28|OnOrder|115|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|246256|""|HARP - KEG 50000|""|""|""|2026-02-28|OnHand|173|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|246256|""|HARP - KEG 50000|""|""|""|2026-02-28|OnOrder|80|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|249680|""|TALISKER 10 YR 750|""|""|""|2026-02-28|OnHand|278|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|265736|""|DALWHINNIE 1000|""|""|""|2026-02-28|OnHand|40|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|265769|""|UDC TALISKER 1000|""|""|""|2026-02-28|OnHand|110|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|271965|""|SMIRNOFF 200|""|""|""|2026-02-28|OnHand|1700|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|282277|""|PIMMS NO. 1 CUP 750|""|""|""|2026-02-28|OnHand|156|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|282277|""|PIMMS NO. 1 CUP 750|""|""|""|2026-02-28|OnOrder|112|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|296244|""|GUINNESS DRAUGHT (CANS) 4-PACK 1760|""|""|""|2026-02-28|OnHand|1721|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|296244|""|GUINNESS DRAUGHT (CANS) 4-PACK 1760|""|""|""|2026-02-28|OnOrder|9200|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|393678|""|BAILEYS ORIGINAL IRISH CREAM 200|""|""|""|2026-02-28|OnHand|445|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|393678|""|BAILEYS ORIGINAL IRISH CREAM 200|""|""|""|2026-02-28|OnOrder|288|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|423327|""|KILKENNY CREAM ALE - KEG 50000|""|""|""|2026-02-28|OnHand|198|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|423327|""|KILKENNY CREAM ALE - KEG 50000|""|""|""|2026-02-28|OnOrder|64|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|456095|""|KETEL ONE VODKA 750|""|""|""|2026-02-28|OnHand|1181|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|456095|""|KETEL ONE VODKA 750|""|""|""|2026-02-28|OnOrder|420|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|500504|""|CAPTAIN MORGAN SPICED 375|""|""|""|2026-02-28|OnHand|2126|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|500504|""|CAPTAIN MORGAN SPICED 375|""|""|""|2026-02-28|OnOrder|312|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|500512|""|CAPTAIN MORGAN SPICED 750|""|""|""|2026-02-28|OnHand|3041|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|500512|""|CAPTAIN MORGAN SPICED 750|""|""|""|2026-02-28|OnOrder|560|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|500546|""|CAPTAIN MORGAN SPICED 1750|""|""|""|2026-02-28|OnHand|4843|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|500546|""|CAPTAIN MORGAN SPICED 1750|""|""|""|2026-02-28|OnOrder|6528|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|529826|""|CROWN ROYAL 3000|""|""|""|2026-02-28|OnHand|125|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|554469|""|GUINNESS DRAUGHT (CANS) 8-PACK 3520|""|""|""|2026-02-28|OnHand|19264|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|554469|""|GUINNESS DRAUGHT (CANS) 8-PACK 3520|""|""|""|2026-02-28|OnOrder|9600|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|600163|""|TANQUERAY NO. TEN 750|""|""|""|2026-02-28|OnHand|107|""|""|""|""|""||CAD
